"variable","base_var","always_zero","nonzero_steps","total_steps","proportion_nonzero","filename","type","dataset","h","w"
"EPU_lag21","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag22","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag23","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag24","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag25","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag26","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag27","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag28","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag29","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag30","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag31","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag32","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag33","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag34","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag35","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag36","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag37","EPU",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag38","EPU",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag39","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag40","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag41","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag42","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag43","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag44","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag45","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag46","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag47","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag48","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag49","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag50","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag51","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag52","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag53","EPU",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag54","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag55","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag56","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag57","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag58","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"EPU_lag59","EPU",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag0","NFCI",FALSE,8,26,0.307692307692308,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag1","NFCI",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag2","NFCI",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag3","NFCI",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag4","NFCI",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag5","NFCI",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag6","NFCI",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag7","NFCI",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag8","NFCI",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag9","NFCI",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag10","NFCI",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"NFCI_wlag11","NFCI",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag0","CCSA",FALSE,19,26,0.730769230769231,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag1","CCSA",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag2","CCSA",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag3","CCSA",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag4","CCSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag5","CCSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag6","CCSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag7","CCSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag8","CCSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag9","CCSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag10","CCSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"CCSA_wlag11","CCSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag0","ICSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag1","ICSA",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag2","ICSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag3","ICSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag4","ICSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag5","ICSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag6","ICSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag7","ICSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag8","ICSA",FALSE,7,26,0.269230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag9","ICSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag10","ICSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"ICSA_wlag11","ICSA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"RPI_mlag0","RPI",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"RPI_mlag1","RPI",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"RPI_mlag2","RPI",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"CMRMTSPL_mlag0","CMRMTSPL",FALSE,26,26,1,"forecast_full_w105.RData","forecast","full",NA,105
"CMRMTSPL_mlag1","CMRMTSPL",FALSE,3,26,0.115384615384615,"forecast_full_w105.RData","forecast","full",NA,105
"CMRMTSPL_mlag2","CMRMTSPL",FALSE,3,26,0.115384615384615,"forecast_full_w105.RData","forecast","full",NA,105
"AMTMNO_mlag0","AMTMNO",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"AMTMNO_mlag1","AMTMNO",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"AMTMNO_mlag2","AMTMNO",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"TCU_mlag0","TCU",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"TCU_mlag1","TCU",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"TCU_mlag2","TCU",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"CPIAUCSL_mlag0","CPIAUCSL",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"CPIAUCSL_mlag1","CPIAUCSL",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"CPIAUCSL_mlag2","CPIAUCSL",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"PPIACO_mlag0","PPIACO",TRUE,0,26,0,"forecast_full_w105.RData","forecast","full",NA,105
"PPIACO_mlag1","PPIACO",TRUE,0,26,0,"forecast_full_w105.RData","forecast","full",NA,105
"PPIACO_mlag2","PPIACO",TRUE,0,26,0,"forecast_full_w105.RData","forecast","full",NA,105
"PCEPILFE_mlag0","PCEPILFE",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"PCEPILFE_mlag1","PCEPILFE",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"PCEPILFE_mlag2","PCEPILFE",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"PCEPI_mlag0","PCEPI",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"PCEPI_mlag1","PCEPI",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"PCEPI_mlag2","PCEPI",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"DFXARC1M027SBEA_mlag0","DFXARC1M027SBEA",FALSE,18,26,0.692307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"DFXARC1M027SBEA_mlag1","DFXARC1M027SBEA",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"DFXARC1M027SBEA_mlag2","DFXARC1M027SBEA",FALSE,4,26,0.153846153846154,"forecast_full_w105.RData","forecast","full",NA,105
"DNRGRC1M027SBEA_mlag0","DNRGRC1M027SBEA",TRUE,0,26,0,"forecast_full_w105.RData","forecast","full",NA,105
"DNRGRC1M027SBEA_mlag1","DNRGRC1M027SBEA",TRUE,0,26,0,"forecast_full_w105.RData","forecast","full",NA,105
"DNRGRC1M027SBEA_mlag2","DNRGRC1M027SBEA",TRUE,0,26,0,"forecast_full_w105.RData","forecast","full",NA,105
"CPILFESL_mlag0","CPILFESL",TRUE,0,26,0,"forecast_full_w105.RData","forecast","full",NA,105
"CPILFESL_mlag1","CPILFESL",TRUE,0,26,0,"forecast_full_w105.RData","forecast","full",NA,105
"CPILFESL_mlag2","CPILFESL",TRUE,0,26,0,"forecast_full_w105.RData","forecast","full",NA,105
"RSAFS_mlag0","RSAFS",FALSE,24,26,0.923076923076923,"forecast_full_w105.RData","forecast","full",NA,105
"RSAFS_mlag1","RSAFS",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"RSAFS_mlag2","RSAFS",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"HSN1F_mlag0","HSN1F",FALSE,25,26,0.961538461538462,"forecast_full_w105.RData","forecast","full",NA,105
"HSN1F_mlag1","HSN1F",FALSE,6,26,0.230769230769231,"forecast_full_w105.RData","forecast","full",NA,105
"HSN1F_mlag2","HSN1F",FALSE,6,26,0.230769230769231,"forecast_full_w105.RData","forecast","full",NA,105
"HOUST_mlag0","HOUST",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"HOUST_mlag1","HOUST",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"HOUST_mlag2","HOUST",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"PERMIT_mlag0","PERMIT",FALSE,8,26,0.307692307692308,"forecast_full_w105.RData","forecast","full",NA,105
"PERMIT_mlag1","PERMIT",FALSE,9,26,0.346153846153846,"forecast_full_w105.RData","forecast","full",NA,105
"PERMIT_mlag2","PERMIT",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"UNRATE_mlag0","UNRATE",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"UNRATE_mlag1","UNRATE",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"UNRATE_mlag2","UNRATE",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"PAYEMS_mlag0","PAYEMS",FALSE,24,26,0.923076923076923,"forecast_full_w105.RData","forecast","full",NA,105
"PAYEMS_mlag1","PAYEMS",FALSE,3,26,0.115384615384615,"forecast_full_w105.RData","forecast","full",NA,105
"PAYEMS_mlag2","PAYEMS",FALSE,3,26,0.115384615384615,"forecast_full_w105.RData","forecast","full",NA,105
"INDPRO_mlag0","INDPRO",FALSE,26,26,1,"forecast_full_w105.RData","forecast","full",NA,105
"INDPRO_mlag1","INDPRO",FALSE,8,26,0.307692307692308,"forecast_full_w105.RData","forecast","full",NA,105
"INDPRO_mlag2","INDPRO",FALSE,5,26,0.192307692307692,"forecast_full_w105.RData","forecast","full",NA,105
"BUSINV_mlag0","BUSINV",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"BUSINV_mlag1","BUSINV",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"BUSINV_mlag2","BUSINV",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"DSPIC96_mlag0","DSPIC96",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"DSPIC96_mlag1","DSPIC96",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"DSPIC96_mlag2","DSPIC96",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"ULCNFB_qlag0","ULCNFB",FALSE,1,26,0.0384615384615385,"forecast_full_w105.RData","forecast","full",NA,105
"GDP_qlag0","GDP",FALSE,2,26,0.0769230769230769,"forecast_full_w105.RData","forecast","full",NA,105
"SP500_lag0","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag1","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag2","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag3","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag4","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag5","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag6","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag7","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag8","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag9","SP500",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag10","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag11","SP500",FALSE,4,65,0.0615384615384615,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag12","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag13","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag14","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag15","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag16","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag17","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag18","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag19","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag20","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag21","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag22","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag23","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag24","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag25","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag26","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag27","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag28","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag29","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag30","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag31","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag32","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag33","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag34","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag35","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag36","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag37","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag38","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag39","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag40","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag41","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag42","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag43","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag44","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag45","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag46","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag47","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag48","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag49","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag50","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag51","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag52","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag53","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag54","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag55","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag56","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag57","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag58","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"SP500_lag59","SP500",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag0","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag1","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag2","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag3","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag4","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag5","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag6","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag7","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag8","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag9","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag10","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag11","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag12","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag13","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag14","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag15","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag16","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag17","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag18","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag19","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag20","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag21","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag22","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag23","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag24","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag25","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag26","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag27","NASDAQCOM",FALSE,2,65,0.0307692307692308,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag28","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag29","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag30","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag31","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag32","NASDAQCOM",FALSE,2,65,0.0307692307692308,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag33","NASDAQCOM",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag34","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag35","NASDAQCOM",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag36","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag37","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag38","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag39","NASDAQCOM",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag40","NASDAQCOM",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag41","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag42","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag43","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag44","NASDAQCOM",FALSE,1,65,0.0153846153846154,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag45","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag46","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag47","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag48","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag49","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag50","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
"NASDAQCOM_lag51","NASDAQCOM",TRUE,0,65,0,"forecast_full_w66.RData","forecast","full",NA,66
